date,buyer_country,supplier_country,buyer,supplier,buyer_address,supplier_address,notify_party,notify_address,manufacturer,origin_country,destination_country,port_of_loading,port_of_discharge,hs_code,product_description,shipping_marks,quantity,quantity_unit,weight_kg,amount_usd,bill_number,container_number,brand
2025-10-24,越南,中国,CÔNG TY TNHH THIẾT BỊ CÔNG NGHIỆP GIA VƯỢNG VIỆT NAM,NANJING YAOZHONG MACHINERY TECHNOLOGY CO LTD,"Dao Ngan Residential Group, Nenh Ward, Bac Ninh Province, Vietnam","1ST FLOOR, AIVIS ENTREPRENEURSHIP, PARK, NO. 118 SUYUAN AVENUE, JIANGNING DISTRICT, NANJING CITY, JIANGSU PROVINCE CHINA, CN",,,,China,,,,85076090,"Pin lithium-ion dùng cho xe nâng điện 51.2V560AH,KT:940*590*1040mm,điện áp:51.2V,dung lượng:560Ah,hiệu:Tianneng,nsx:Heding,mới 100%,Lithium-ion batteries used for electric forklift 51.2V560AH,KT:940*590*1040mm,voltage:51.2 V,capacity:560Ah,brand:Tianneng,nsx:Heding,100% new",,2.0,Pieces,0.0,6624.84,,,
2025-10-24,越南,中国,CÔNG TY TNHH NĂNG LƯỢNG MẶT TRỜI HÀ NAM,SHENZHEN XUHONGCHUANG TECHNOLOGY CO LTD,"Mau Chu Village, Liem Ha Commune, Ninh Binh Province, Vietnam","UNIT C, 15TH FLOOR, BUILDING A, SOUTH CHINA DIGITAL VALLEY, HUANAN, ROAD, MINZHI STREET, LONGHUA, DISTRICT",,,,China,,,,85076090,"Pin Lithium, 51.2V, 628Ah,32 kwh(200A BMS), dùng cho lưu điện năng lượng mặt trời, Nhãn hiệu: TLE BATTERY, Model: XHC-512314A, NSX: SHENZHEN KAIXIANGTONG IMPORT & EXPORT CO.,LTD. Hàng mới 100%,Lithium battery, 51.2 V, 628Ah,32 kwh(200A BMS), used for solar power, brand: TLE BATTERY, Model: XHC-512314A, NSX: SHENZHEN KAIXIANGTONG IMPORT &amp; EXPORT CO.,LTD. 100% brand new",,20.0,Pieces,0.0,30000.0,,,
2025-10-24,越南,中国,CÔNG TY TNHH NĂNG LƯỢNG MẶT TRỜI HÀ NAM,SHENZHEN XUHONGCHUANG TECHNOLOGY CO LTD,"Mau Chu Village, Liem Ha Commune, Ninh Binh Province, Vietnam","UNIT C, 15TH FLOOR, BUILDING A, SOUTH CHINA DIGITAL VALLEY, HUANAN, ROAD, MINZHI STREET, LONGHUA, DISTRICT",,,,China,,,,85076090,"Pin Lithium, 51.2V, 314Ah,16 kwh, dùng cho lưu điện năng lượng mặt trời, Nhãn hiệu: TLE BATTERY, Model: XHC-512314A, NSX: SHENZHEN KAIXIANGTONG IMPORT & EXPORT CO.,LTD. Hàng mới 100%,Lithium battery, 51.2 V, 314Ah,16 kwh, for save power solar, brand: TLE BATTERY, Model: XHC-512314A, NSX: SHENZHEN KAIXIANGTONG IMPORT &amp; EXPORT CO.,LTD. 100% brand new",,60.0,Pieces,0.0,51600.0,,,
2025-10-23,越南,中国,CÔNG TY TNHH KỸ THUẬT NĂNG LƯỢNG VAS,SHENZHEN RUIDIAN GREEN ENERGY TECHNOLOGY CO LTD,"161 Street No. 1B, Vinh Loc Residential Area, Binh Tan Ward, Ho Chi Minh City, Vietnam","801, BUILDING 3A, CLOUD PARK, BANTIAN, LONGGANG DISTRICT, SHENZHEN,518129, P.R. CHINA, CN",,,,China,,,,85076090,"Ắc quy bằng Lithium Industrial Rechargeable Li-ion Battery System,LV EBOX 16KWH,Model No.WX-16.0-LPB,51.2V,16.076KWH, 314A IP21,hiệu Absen,dùng lắp đặt hệ thống điện năng lượng mặt trời, hàng mới 100%,Battery Lithium battery Industrial Rechargeable Li-ion Battery System,LV EBOX 16KWH,Model No.WX-16.0-LPB,51.2 V,16.076 KWH, 314A IP21,brand Absen,use a system installation, solar power, 100% brand new",,5.0,Set,0.0,5000.0,,,
2025-10-23,越南,中国香港,CÔNG TY TNHH XE NÂNG THANH HÀ,BSL NEW ENERGY HONGKONG CO LIMITED,"No. 79 Dong An Street, Dong An Residential Area, Tan Dong Hiep Ward, Ho Chi Minh City, Vietnam","ROOM 304 3/F DAVID HOUSE, 8-20 NANKING STREET, KOWLOON HONGKONG, HK",,,,China,,,,85076090,"Pin Lithium ion dùng cho xe nâng, điện áp 51.2V, dung lượng 346Ah, model B-LFP48-346MH-MINI, hiệu BSLBATT, năm sx: 2025. Hàng mới 100%,Battery Lithium ion for forklift, voltage 51.2 V, capacity 346Ah, model B-LFP48-346MH-MINI, brand BSLBATT, year of manufacture: 2025. 100% brand new",,3.0,Pieces,0.0,7959.3,,,
2025-10-23,越南,中国香港,CÔNG TY TNHH XE NÂNG THANH HÀ,BSL NEW ENERGY HONGKONG CO LIMITED,"No. 79 Dong An Street, Dong An Residential Area, Tan Dong Hiep Ward, Ho Chi Minh City, Vietnam","ROOM 304 3/F DAVID HOUSE, 8-20 NANKING STREET, KOWLOON HONGKONG, HK",,,,China,,,,85076090,"Pin Lithium ion dùng cho xe nâng, điện áp 51.2V, dung lượng 560Ah, model B-LFP48-560MH-MINI, hiệu BSLBATT, năm sx: 2025. Hàng mới 100%,Battery Lithium ion for forklift, voltage 51.2 V, capacity 560Ah, model B-LFP48-560MH-MINI, brand BSLBATT, year of manufacture: 2025. 100% brand new",,1.0,Pieces,0.0,5391.74,,,
2025-10-23,越南,中国,CÔNG TY TNHH KỸ THUẬT NĂNG LƯỢNG VAS,SHENZHEN RUIDIAN GREEN ENERGY TECHNOLOGY CO LTD,"161 Street No. 1B, Vinh Loc Residential Area, Binh Tan Ward, Ho Chi Minh City, Vietnam","801, BUILDING 3A, CLOUD PARK, BANTIAN, LONGGANG DISTRICT, SHENZHEN,518129, P.R. CHINA, CN",,,,China,,,,85076090,"Ắc quy bằng Lithium Industrial Rechargeable Li-ion Battery System, LV EBOX 5KWH, Model No.WX-5.1-LPB, 51.2V, 5.12KWH,100A IP20,hiệu Absen,dùng lắp đặt hệ thống điện năng lượng mặt trời, hàng mới 100%,Battery Lithium battery Industrial Rechargeable Li-ion Battery System, LV EBOX 5KWH, Model No.WX-5.1-LPB, 51.2 V, 5.12 KWH 100A IP20,brand Absen,use a system installation, solar power, 100% brand new",,1.0,Set,0.0,400.0,,,
2025-10-22,越南,中国,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI VIỆT SOLAR,ZHONGSHAN NIUDI OPTOELECTRONIC TECHNOLOGY CO LTD,"Vu La Residential Area, Nam Dong Ward, Hai Phong City, Vietnam","NO. 6, XIBI AVENUE 3RD, QILIN, VILLAGE, HAIZHOU, GUZHEN TOWN, ZHONGSHAN CITY, GUANGDONG, PROVINCE",,,,China,,,,85076039,"Pin Lithium, model: VS-S300, có thể sạc lại, điện áp 51.2V, 300Ah, dùng trong điện năng lượng mặt trời gia đình, hiệu: Việt Solar, Mới 100%,Lithium battery, model: VS-S300, rechargeable, voltage 51.2 V 300Ah, used in solar power, family, brand: Viet Solar, 100% New",,20.0,Set,0.0,24753.8,,,
2025-10-21,越南,中国,CÔNG TY CP CÔNG NGHỆ XANH HÙNG VIỆT,EWAY ENERGY TECHNOLOGY SUZHOU CO LTD,"No. 16Tt4 Foresa 4 Street, Xuan Phuong Tasco Ecological Urban Area, Xuan Phuong Ward, Hanoi, Vietnam","ROOM 257, COMPREHENSIVE BUILDING, BUILDING 5, NO. 2 FANGJING ROAD, SUZHOU INDUSTRIAL PARK, JIANGSU, CHINA, CN",,,,China,,,,85076090,"Pin Lithium-ion treo tường ,dùng lưu trữ năng lượng mặt trời của tấm pin năng lượng, công suất: 314Ah, điện áp 51.2V, model: UNIV-16kWh(WP), hiệu Easyway, xuất xứ Trung Quốc, hàng mới 100%,Lithium-ion battery, wall mount ,user storage own solar panels, energy, capacity: 314Ah voltage 51.2 V, model: UNIV-16kWh(WP), the Easyway, made in China, 100% brand new",,114.0,Pieces,0.0,109212.0,,,
2025-10-21,越南,中国,CÔNG TY TNHH SOLAR MIỀN BẮC,SOLAX POWER NETWORK TECHNOLOGY ZHEJIANG CO LTD,"Concentrated Industrial Cluster, Tan Yen Commune, Bac Ninh Province, Vietnam","NO. 288, SHIZHU ROAD, TONGLU ECONOMIC, DEVELOPMENT ZONE, HANGZHOU, CHINA, CN",,,,China,,,,85076090,"Ắc quy điện bằng ION LITHIUM hiệu solax,Model:TP-LR36,điện áp:51.2v-72AH, dùng trong hệ thống điện năng lượng mặt trời, công suất 3.6kwh NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.Mới100%,Battery power by LITHIUM ION battery performance, solax,Model:TP-LR36,voltage:51.2 v-72AH, used in power system, solar power 3.6 kwh NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.Mới100%",,1.0,Pieces,0.0,0.0,,,
2025-10-20,越南,中国,CÔNG TY TRÁCH NHIỆM HỮU HẠN DỊCH VỤ VIỄN THÔNG ĐỨC VINH,IIT TECHNOLOGY LIMITED,"137 Thoi Tam Street, Thon 9, Dong Thanh Commune, Ho Chi Minh City, Vietnam","ROOM I-1, 4TH FLOOR, PHASE 2,GOLDEN, DRAGON INDUSTRIAL CENTRE, 162-170, TAI LIN PAI ROAD, KWAI CHUNG, NEW",,,,China,,,,85076090,"Pin lưu trữ Lithium-ion, model:YJC-HES-L-R-51314, điện áp: 51.2 V dung lượng 314AH, dùng lưu trữ điện trong hệ thống điện năng lượng mặt trời, có thể sạc, mới 100%,Storage battery, Lithium-ion, model:YJC-HES-L-R-51314, voltage: 51.2 V capacity 314AH, use the stored power in the power system, solar charger, 100% new",,200.0,Pieces,0.0,199000.0,,,
2025-10-20,越南,新加坡,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI MP VIỆT NAM,GOODWE SINGAPORE PTE LTD,"No. 33 Uy No Street, Group 9, Thu Lam Commune, Hanoi City, Vietnam","120 ROBINSON ROAD #13-01, SINGAPORE 068913, SG",,,,China,,,,85076090,"Pin sạc Li-ion lưu trữ điện năng lượng mặt trời,model: GW14.3-BAT-LV-G10 , 51.2V, 280Ah, 14.3kWh ,nsx: Goodwe Technologies Co., Ltd, hàng mới 100%,Rechargeable Li-ion battery storage, solar power,model: GW14.3-BAT-LV-G10 , 51.2 V 280Ah, 14.3 kWh ,nsx: is goodwe Technologies Co., Ltd., new goods 100%",,30.0,Unit,0.0,37500.0,,,
2025-10-17,越南,中国,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI TỔNG HỢP THÁI MINH,SOLAX POWER NETWORK TECHNOLOGY ZHEJIANG CO LTD,"Concentrated Industrial Cluster, Tan Yen Commune, Bac Ninh Province","NO. 288, SHIZHU ROAD, TONGLU ECONOMIC, DEVELOPMENT ZONE, HANGZHOU, CHINA, CN",,,,China,,,,85076090,"Ắc quy điện bằng ION LITHIUM hiệu solax, Model: TSYS-LD117 điện áp: 51.2v-228AH, dùng trong hệ thống điện năng lượng mặt trời,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.Mới 100%. Hàng FOC,Battery power by LITHIUM ION battery performance, solax, Model: TSYS-LD117 voltage: 51.2 v-228AH, used in power system, solar energy,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.100% new. Restaurant FOC",,1.0,Pieces,0.0,0.0,,,
2025-10-17,越南,中国,CÔNG TY CỔ PHẦN NĂNG LƯỢNG MẶT TRỜI TIÊN PHONG,GUANGDONG LVTOPSUN NEW ENERGY CO LTD,"2nd Floor, House No. L15-13, Duong Noi A Urban Area, Duong Noi Ward, Hanoi City, Vietnam","3RD FLOOR BUILDING 8 SILICON VALLEY, TANGXIA TOWN, DONGGUAN CITY, GUANGDONG, CHINA, CN",,,,China,,,,85076039,"Pin lithium ion, model:LVTS-512300-G3.điện áp 51.2VDC, C.suất15.36 KWh,dùng cho hệ thống điện năng lượng mặt trời,hiệu:LVTOPSUN (pin lithium ion+ túi phụ kiện:3 dây điện có đầu nối,bộ ốc vít).Mới 100%,Battery lithium ion, model:LVTS-512300-G3.voltage 51.2 VDC, C. suất15.36 KWh for power system solar,brand:LVTOPSUN (lithium ion+ bag accessories:3 power cord connector,set screw).New 100%",,40.0,Pieces,0.0,35200.0,,,
2025-10-17,越南,中国,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI TỔNG HỢP THÁI MINH,SOLAX POWER NETWORK TECHNOLOGY ZHEJIANG CO LTD,"Concentrated Industrial Cluster, Tan Yen Commune, Bac Ninh Province","NO. 288, SHIZHU ROAD, TONGLU ECONOMIC, DEVELOPMENT ZONE, HANGZHOU, CHINA, CN",,,,China,,,,85076090,"Ắc quy điện bằng ION LITHIUM hiệu solax, Model: TSYS-LD160, điện áp: 51.2 V-280AH, dùng trong hệ thống điện năng lượng mặt trời,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.Mới 100%,Battery power by LITHIUM ION battery performance, solax, Model: TSYS-LD160, voltage: 51.2 V-280AH, used in power system, solar energy,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.New 100%",,190.0,Pieces,0.0,205200.0,,,
2025-10-17,越南,中国,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI TỔNG HỢP THÁI MINH,SOLAX POWER NETWORK TECHNOLOGY ZHEJIANG CO LTD,"Concentrated Industrial Cluster, Tan Yen Commune, Bac Ninh Province","NO. 288, SHIZHU ROAD, TONGLU ECONOMIC, DEVELOPMENT ZONE, HANGZHOU, CHINA, CN",,,,China,,,,85076090,"Ắc quy điện bằng ION LITHIUM hiệu solax, Model: TSYS-LD160, điện áp: 51.2 V-280AH, dùng trong hệ thống điện năng lượng mặt trời,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.Mới 100%. Hàng FOC,Battery power by LITHIUM ION battery performance, solax, Model: TSYS-LD160, voltage: 51.2 V-280AH, used in power system, solar energy,NSX: SOLAX POWER NETWORK TECHNOLOGY(ZHEJIANG)CO.,LTD.100% new. Restaurant FOC",,1.0,Pieces,0.0,0.0,,,
2025-10-17,越南,中国,CÔNG TY CỔ PHẦN NĂNG LƯỢNG MẶT TRỜI TIÊN PHONG,GUANGDONG LVTOPSUN NEW ENERGY CO LTD,"2nd Floor, House No. L15-13, Duong Noi A Urban Area, Duong Noi Ward, Hanoi City, Vietnam","3RD FLOOR BUILDING 8 SILICON VALLEY, TANGXIA TOWN, DONGGUAN CITY, GUANGDONG, CHINA, CN",,,,China,,,,85076039,"Pin lithium ion, model:LVTS-512314-G4,điện áp 51.2 VDC, C.suất16.07KWh,dùng cho hệ thống điện năng lượng mặt trời,hiệu:LVTOPSUN (pin lithium ion+ túi phụ kiện:3 dây điện có đầu nối,bộ ốc vít).Mới 100%,Battery lithium ion, model:LVTS-512314-G4 voltage 51.2 VDC, C. suất16.07KWh,used for power system solar,brand:LVTOPSUN (lithium ion+ bag accessories:3 power cord connector,set screw).New 100%",,80.0,Pieces,0.0,77600.0,,,
2025-10-16,越南,中国,CÔNG TY CỔ PHẦN TBS GROUP,SHENZHEN LIUSHI SOLAR LIFEPO4 ENERGY CO LTD,"Cho Hamlet, Bac Village, Thien Loc Commune, Hanoi City, Vietnam","201-B010,BUILDING B1,ZONE B,PHASE, II,LONGFA ROAD COMMERCIAL CENTER, LONGYUAN COMMUNITY,LONGHUA STREET, LONGHUA DISTRICT",,,,China,,,,85076039,"Pin lưu trữ LiFeP04 Battery Pack 51.2V20KW 51.2V 400Ah 20480Wh, Hiệu LS  mới 100%,bằng Ion liti ,dùng lưu trữ điện dự phòng cho gia đình,nsx: Dongguan Liushi Lithium Technology Co., Ltd.,Storage battery, LiFeP04 Battery Pack 51.2V20KW 51.2 V 400Ah 20480Wh, Brand LS 100% new,Ion lithium ,used storage, backup power for homes,nsx: Dongguan Liushi Lithium Technology Co., Ltd.",,100.0,Pieces,0.0,92500.0,,,
2025-10-16,越南,中国,CÔNG TY TNHH NĂNG LƯỢNG SOLARVIET,DONGGUAN LANFANG LITHIUM TECHNOLOGY CO LTD,"23/8 Street 27, Ward 70, Hiep Binh Ward, Ho Chi Minh City, Vietnam","RM 401, BLDG 2, NO. 3 TIANXIN, BUTTERFLY FIRST ROAD, HUANGJIANG, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA, CN",,,,China,,,,85076039,"Bộ pin LiFePO4 (hợp chất lithium), hiệu: SVE, model: SVE15.6k-LITE, 51,2V/305Ah/15.6kWh, dùng trong hệ thống điện năng lượng mặt trời. Hàng mới 100%,The battery pack LiFePO4 (compound lithium), brand: SVE, model: SVE15.6k-LITE, 51,2 V/305Ah/15.6 kWh is used in power system, solar energy. 100% brand new",,3.0,Pieces,0.0,2460.0,,,
2025-10-16,越南,中国,CÔNG TY CỔ PHẦN ĐẦU TƯ BÁCH ANH GROUP,LTEVE TECHNOLOGY LTD,"No. 15 D19 Gleximco Urban Area, Le Trong Tan Street, Duong Noi Ward, Hanoi City","RM. 1316, BUILDING C2, YONGSHENG, COMMERCIAL PLAZA, NO. 222 LAODONG, EAST ROAD, GUITANG ST. YUHUA DIST., CHANGSHA CITY, HUNAN PROV.",,,,China,,,,85076039,"Pin lưu trữ năng lượng mặt trời LiFePO4 51.2V20KW, dùng cho máy biến tần, bằng ion liti, gồm nhiều cell pin kết nốt với nhau, lưu trữ 20kw, dung lượng 400AH, điện áp 51.2V, mới 100%,Storage battery, solar LiFePO4 51.2V20KW, for inverter, ion lithium, consists of multiple cell battery the notes together, storage 20kw capacity 400AH voltage 51.2 V, 100% new",,106.0,Pieces,0.0,106000.0,,,
2025-10-16,越南,中国,CÔNG TY TNHH NĂNG LƯỢNG SOLARVIET,DONGGUAN LANFANG LITHIUM TECHNOLOGY CO LTD,"23/8 Street 27, Ward 70, Hiep Binh Ward, Ho Chi Minh City, Vietnam","RM 401, BLDG 2, NO. 3 TIANXIN, BUTTERFLY FIRST ROAD, HUANGJIANG, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA, CN",,,,China,,,,85076039,"Bộ pin LiFePO4 (hợp chất lithium), hiệu: SVE, model: SVE15.6k-LITE, 51,2V/305Ah/15.6kWh, dùng trong hệ thống điện năng lượng mặt trời. Hàng mới 100%. Hàng FOC,The battery pack LiFePO4 (compound lithium), brand: SVE, model: SVE15.6k-LITE, 51,2 V/305Ah/15.6 kWh is used in power system, solar energy. 100% brand new. Restaurant FOC",,1.0,Pieces,0.0,0.0,,,
